column_name,data_type,missing_count,missing_percentage,unique_count,minimum,maximum,sample_values
listing_id,int64,0,0.0,9432,28871.0,1.7043413003661379e+18,"['28871', '29051', '44129']"
date,str,0,0.0,5327,,,"['2010-08-22', '2014-10-19', '2015-02-09']"
